gbar_Ikdrf,gbar_Ikdrs,gbar_Ika,gkhbar_Ih,gbar_cat,gkbar_kca,g_passsd,g_passaxon,gkl_Kleaksd,gkl_Kleakaxon,gna_Nasoma,gna_Nadend,gna_Naaxon,gbar_IM
0.027154505770609,8.7996486542757E-05,0.008073428777695,2.0716988465272E-05,0.009423695177207,0.000265403059666,4.41215174932868E-06,0.000138918934511,1.22421316044146E-05,0.00012036828497,0.044082210411007,0.006896334166778,0.034363575348501,9.32257568635539E-05
0.065610859373872,0.000295855418673,0.006398302776314,2.12530418275738E-05,0.009908343637589,0.000262251264449,4.79694098819934E-06,0.000112492817752,1.13440979740131E-05,0.000132604702621,0.032462690302667,0.016242259516914,0.019045205586922,4.93416092857765E-05
0.109870885423727,0.000319032710147,0.004203824890563,2.28025685483087E-05,0.009177385085487,0.00020628932682,7.37207118732001E-06,3.18202401003168E-05,1.32321641871838E-05,0.000108841002797,0.020372463350214,0.026399160901941,0.074918016258017,1.13701818752187E-05
0.103144490247811,0.000106775331027,0.006819469725367,2.12635184953167E-05,0.008998494911798,0.000212037977726,6.0890455155313E-06,8.917984284895E-05,1.10037600392373E-05,0.000126283068342,0.020327589012284,0.024489392592666,0.086833274421172,1.63896480048089E-05
0.041853555656674,9.9600314076517E-05,0.007055272630665,2.00956023606309E-05,0.008912910617143,0.00030473896642,6.76008506289904E-06,5.7239494057788E-05,1.33187801314153E-05,7.92323305627777E-05,0.039371022878385,0.01080594633503,0.010665697222475,2.53242055968307E-05
0.113047331327571,0.000107637736239,0.002882357775265,2.01665828928563E-05,0.00888858208419,0.00011828527964,4.10558282614285E-06,0.000131584760752,1.58468999778842E-05,0.000101886443881,0.022318024202697,0.026996338905911,0.077171180954031,5.76936011791912E-05
0.039949554629883,0.000174962370864,0.008508605132199,2.2982502260141E-05,0.009975827087203,0.000324609636221,5.3084715606251E-06,0.000107975653957,1.11298045240318E-05,0.00012419270178,0.040329821151057,0.010052707794741,0.033875679498132,5.55651262012943E-05
0.045647456486854,0.000118797421586,0.007327212854455,2.2013231024871E-05,0.008664343364106,0.000361756670778,5.42238723887661E-06,9.29939672417171E-05,1.14373595334245E-05,0.000122864885302,0.035806416016399,0.011496229389944,0.029971121933278,4.24392262600735E-05
0.0440179373794,0.000287205505705,0.007766302473118,2.31104984338521E-05,0.010335910306722,0.000229896159928,7.04303364813301E-06,8.51702189116909E-05,1.19737934429282E-05,0.000114659191597,0.036253502717579,0.011225222322112,0.031957109438535,7.145429572676E-05
0.04245632770659,0.000204121597109,0.005113063716242,1.78349035255345E-05,0.008870490455734,0.000379873928556,6.28854749647285E-06,9.18035497562014E-05,1.1575864390918E-05,0.000140463294965,0.037109500840006,0.011317454488741,0.026586612327454,2.48967632733011E-05
