gbar_Ikdrf,gbar_Ikdrs,gbar_Ika,gkhbar_Ih,gbar_cat,gkbar_kca,g_passsd,g_passaxon,gkl_Kleaksd,gkl_Kleakaxon,gna_Nasoma,gna_Nadend,gna_Naaxon,gbar_IM
0.106277311792716,2.40240207283063E-05,0.002558207804349,1.53162746108343E-05,0.00839235326308,0.000247406648768,5.33630753526333E-06,0.000115294973865,1.30007290800154E-05,7.24771249992907E-05,0.022963921533224,0.025527059832957,0.087343031900474,9.11570045977225E-06
0.18744192733541,0.000262284182911,0.001064959072662,1.25195763700136E-05,0.007234223802835,0.000198728492849,5.0048507656325E-06,0.000118810458018,1.35203734943014E-05,7.95719620737724E-05,0.014032131163285,0.048736879493548,0.018429649958122,9.1843118616798E-06
0.122494864892085,0.000135648808826,0.000746989299437,1.67939149101082E-05,0.008999712482513,0.000162133227194,4.38608250734778E-06,0.000107112016744,1.305183517771E-05,0.000150428477969,0.025239036453073,0.02921105281659,0.003406246826103,3.11622591100092E-05
0.1480853975917,0.00037984939779,0.001659329561261,1.31990149718047E-05,0.009007726093216,0.000302061159825,4.60959930482207E-06,0.000129757442717,1.23789581828305E-05,5.10382388312658E-05,0.017042728377903,0.036580765422208,0.107963399851093,2.84175406972877E-05
0.13575836775051,0.000218913449165,0.00031977194456,1.44889039365003E-05,0.00692132263503,0.000229430956398,5.26922919489788E-06,7.92931155896443E-05,1.26777298953714E-05,0.000112227753283,0.01896166572124,0.033402421802384,0.0148539763309,1.19874692790733E-05
0.168265517170364,0.000488456539019,0.000620248895342,1.3654908885194E-05,0.008090373664882,0.000146302280214,3.01558637960268E-06,0.000233090383992,1.32287322208077E-05,3.35855520999874E-05,0.017863225429719,0.040351203742347,0.062092364389996,1.21962775108217E-05
0.066998616464214,0.00027699717621,0.003254830747785,1.37219303721118E-05,0.008591919438901,0.000264136026748,6.58561085248557E-06,7.22994575897825E-05,1.1428066039967E-05,9.76478831808376E-05,0.026724350326314,0.017103092692822,0.033837815522635,7.55153880710675E-06
0.144174403647939,0.000250218343566,0.002207397368262,1.42881042616158E-05,0.008655637370062,0.000220055753191,4.87142509219215E-06,0.000120662643414,1.16897191611904E-05,8.87821568873855E-05,0.023085886110557,0.034808210691574,0.021395851365397,2.03181537164212E-05
0.122400707872439,0.000293872550592,0.000725451329214,1.54572206241871E-05,0.00974002508432,0.000209550357932,5.15458130335274E-06,7.45081575500465E-05,1.06557495508804E-05,0.000153608766601,0.02266243344436,0.028103709123281,0.105392305875832,2.53507090848699E-05
0.112681675686657,0.000336125477797,0.000997454947392,1.70360074808199E-05,0.008587581493458,0.000308766757911,4.7565214906255E-06,4.80996978575113E-05,1.2730067076527E-05,0.00010023890836,0.025532498319737,0.027502005045881,0.00950784177735,1.18746079711434E-05
