gbar_Ikdrf,gbar_Ikdrs,gbar_Ika,gkhbar_Ih,gbar_cat,gkbar_kca,g_passsd,g_passaxon,gkl_Kleaksd,gkl_Kleakaxon,gna_Nasoma,gna_Nadend,gna_Naaxon,gbar_IM
0.114455528236597,0.001299174611001,0.007264785470264,3.59822197086964E-05,0.002025119897932,0.00269906545532,1.30662591639251E-05,0.00037260892767,2.61237994712791E-05,6.10712462401044E-05,0.047100484040567,0.02496147628477,0.068641266642954,3.36590141431256E-05
0.114808154718714,0.000837372615852,0.008705715570056,3.76668821763413E-05,0.001747418840442,0.003573911976211,1.11981715023675E-05,0.000441483872606,2.34663877020935E-05,5.5020052005903E-05,0.050521532422818,0.022835637311869,0.064673787252065,4.34750293847206E-05
0.122020048778088,0.000943417406202,0.007973892819156,3.70617457794369E-05,0.001857415513822,0.003194843456824,1.22971616421679E-05,0.000253195084194,2.363034506635E-05,0.000115172515236,0.047510404523255,0.024797881933886,0.081634058072002,5.14846632369086E-05
0.11379334900242,0.000977554887915,0.006910824298455,3.51351705663774E-05,0.001778542794469,0.003071342511862,1.09551036282739E-05,0.000414075521493,2.33022447740727E-05,0.000152880716578,0.045931870973654,0.023114213226077,0.087105013576408,5.77698154645475E-05
0.121186956282023,0.001430186837713,0.009099373304649,2.83367807223797E-05,0.00200136976514,0.001890186696151,1.3468512598001E-05,0.000382911164831,2.24783820869087E-05,8.30972025864832E-05,0.043769809711147,0.027913093522368,0.064719784105088,8.98656429195071E-05
0.110819892036274,0.000590023857913,0.007322187163389,3.46542433705638E-05,0.001926615838057,0.003106229868867,1.13423566092635E-05,0.00045671705349,2.34367832631494E-05,0.000125661842963,0.04699175569678,0.022508322242785,0.060218993256568,5.12617953318687E-05
0.118898572855345,0.000848462544305,0.005841049121967,3.76516425212284E-05,0.001615827457344,0.003691883147316,1.28764092759059E-05,0.000229465285769,2.52931972441292E-05,8.20642514379204E-05,0.047956218448747,0.022863364864911,0.070717670343953,4.24428214773716E-05
0.126247253116525,0.001214247295702,0.00892768349865,3.65172007075124E-05,0.001902435930235,0.003191287603182,1.30896605892703E-05,0.000239600603142,2.39856054538423E-05,6.7700648013506E-05,0.050417850797106,0.025579057210165,0.05578682521209,4.22327111786589E-05
0.117553564029631,0.00082746496294,0.008435189858712,3.53617389843029E-05,0.001846094971261,0.003480913032944,1.32703724488533E-05,0.000176247415368,2.41178471437019E-05,8.60483060405337E-05,0.049634042184902,0.023327008485684,0.071368580769384,3.66610790267362E-05
0.11720698618118,0.000513652365692,0.006679605258491,4.01748371155652E-05,0.001447137207416,0.003782282612691,1.2183018342505E-05,0.000204318398616,2.65872976268723E-05,8.15838568084618E-05,0.044644421144728,0.024912245040792,0.062981759526143,7.01137843694637E-05
