gbar_Ikdrf,gbar_Ikdrs,gbar_Ika,gkhbar_Ih,gbar_cat,gkbar_kca,g_passsd,g_passaxon,gkl_Kleaksd,gkl_Kleakaxon,gna_Nasoma,gna_Nadend,gna_Naaxon,gbar_IM
0.229258486015589,0.000301973584301,0.005485861207849,1.89490742486297E-05,0.003280217027765,0.000280255626058,7.01446343882401E-06,0.000165453323898,1.11294320189732E-05,0.00011904072399,0.024653146227357,0.052308496063511,0.046594128613458,9.29473693297794E-06
0.247870777969574,0.000222852062804,0.006251620152233,1.7269574246625E-05,0.003160438993462,0.000211940362252,5.69992591772542E-06,0.000304423016838,1.10339717716602E-05,4.8624895561379E-05,0.026268977808875,0.056872117041246,0.039690386492975,2.32056558403492E-05
0.233952429471732,0.000195120526231,0.002128561067409,1.91578553723478E-05,0.003058140788276,0.000315034945953,6.98387661995694E-06,0.000130780987232,1.40749779995512E-05,6.03110011104566E-05,0.019403612430137,0.050339457151958,0.093115793446867,1.9435234165526E-05
0.255083085716537,0.00025754988971,0.002811570067765,1.83909509746985E-05,0.003119316422794,0.000247502404199,6.61215354541181E-06,0.000212387556495,1.37990176960662E-05,5.51110194790903E-05,0.022612592674963,0.058705292176986,0.01789166122223,2.47223932745563E-05
0.207218915324615,0.000416131941601,0.003214734111006,1.92565932850726E-05,0.003550167821605,0.000225021412625,8.18891860307187E-06,5.85886902462294E-05,1.34311356412728E-05,4.77223334369335E-05,0.029376065562844,0.046354488962745,0.066290865950419,1.89370667162079E-05
0.245837307478299,0.000184496350792,0.000817510191867,1.88902225466166E-05,0.003158870905106,0.000381880268818,8.37802839275143E-06,8.93301445505023E-05,1.58447099700306E-05,8.99695052116595E-06,0.028206285793229,0.053036524677085,0.040563161292476,1.49469917785845E-05
0.218932234807177,3.8929001401435E-05,0.002035420527491,1.98697601139386E-05,0.002780040454211,0.000326661496739,7.62225163146249E-06,0.000103524697592,1.37654653381236E-05,0.000112322674987,0.028629095150286,0.047454438624346,0.069747840310463,2.6537599710882E-05
0.22738361939984,0.00030650658927,0.002471321026861,1.87836615939146E-05,0.003660468649662,0.000167754911486,6.84488549939065E-06,0.000194557260001,1.45601343393189E-05,2.62064688360354E-05,0.033602219215984,0.04729921713138,0.041758790843967,1.76983307171938E-05
0.240901548199472,0.0003143654444,0.002997703005574,1.88067249899281E-05,0.00335133833982,0.00027279401663,8.47324233970425E-06,3.75265011494532E-05,1.29571371666678E-05,8.55150023233445E-05,0.024589327988188,0.052331787224192,0.06272701461102,1.83279017432141E-05
0.224273588963567,0.000391205053062,0.002589074889924,1.93948481757782E-05,0.003222731922903,0.000271694662937,6.97874338243053E-06,0.000165160469829,1.25079831678692E-05,0.000137854214716,0.026278242335862,0.047065150187815,0.093866370253706,1.65439902926388E-05
